Level of Care,FACILITY NAME,FACILITY TELEPHONE,TOWN,COUNTY,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,Location 1
CCNH,"Holy Spirit Health Care Center, Inc.",(860) 928-0891,Putnam,WINDHAM,Non-profit,1,1,22,22,22,0,0,,,,,,,22,0,0,0,0,0,0,0,3,13,6,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"72 Church Street CT 06260-1810 (41.917196524000474, -71.91322081199962)
Putnam, CT"
CCNH,Apple Rehab Shelton Lakes,(203) 924-2635,Shelton,FAIRFIELD,For Profit,1,1,106,106,106,0,0,430,391,,,,,106,0,0,1,0,2,2,9,34,51,7,0,27,79,0,20,14,64,0,8,0,95,5,3,0,2,1,76,0,0,5,0,5,7,0,0,0,0,0,13,0,2013,"5 Lake Road CT 06484- (41.31399955900048, -73.11696077599964)
Shelton, CT"
CCNH,Yale Health In-Patient Care,(203) 432-0004,New Haven,NEW_HAVEN,Non-profit,0,0,4,4,2,0,0,,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2013,"55 Lock Street, P.O. Box 208237 CT 06520-8237 (41.3101804420005, -72.92885085499967)
New Haven, CT"
CCNH,"The Springs at Watermark, East Hill",(203) 262-6868,Southbury,NEW_HAVEN,For Profit,1,0,35,35,30,0,0,475,425,,,,,30,0,0,0,0,0,0,0,4,21,5,0,11,19,0,8,0,20,0,2,0,30,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,3,0,0,2013,"611 East Hill Road CT 06488- (41.48460379000045, -73.24190269399963)
Southbury, CT"
CCNH,Arden House,(203) 281-3500,Hamden,NEW_HAVEN,For Profit,1,1,360,360,320,0,0,429,424,,,,,320,0,0,0,3,11,26,43,101,118,18,0,96,224,0,90,65,128,0,37,0,212,85,20,0,3,0,265,0,0,15,0,21,5,0,0,0,0,0,14,0,2013,"850 Mix Avenue CT 06514- (41.37624897000046, -72.92037804299963)
Hamden, CT"
CCNH,"Leeway, Inc.",(203) 865-0068,New Haven,NEW_HAVEN,Non-profit,1,1,30,30,25,0,0,450,,,,,,25,0,0,3,3,9,9,1,0,0,0,0,21,4,0,1,19,1,0,4,0,6,14,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"40 Albert Street CT 06511- (41.32666265600045, -72.89573943299968)
New Haven, CT"
CCNH,Cobalt Lodge Health Care and Rehabilitation Center,(860) 267-9034,Cobalt,MIDDLESEX,For Profit,1,1,60,60,53,0,0,340,320,,,,,53,0,0,0,0,2,6,12,12,13,8,0,19,34,0,4,13,24,1,11,0,51,2,0,0,0,0,40,0,0,0,0,3,3,0,0,0,0,0,7,0,2014,"29 Middle Haddam Road, Post Office Box 246
Cobalt, CT"
CCNH,Hamden Health Care Center,(203) 281-7555,Hamden,NEW_HAVEN,For Profit,1,1,153,153,139,0,0,430,405,,,,,139,0,0,0,0,1,4,7,39,67,21,0,35,104,0,26,11,89,0,13,0,108,29,2,0,0,0,102,0,0,6,0,14,2,5,0,0,0,0,10,0,2014,"1270 Sherman Lane
Hamden, CT"
CCNH,"Middlebury Convalescent Home, Inc.",(203) 758-2471,Middlebury,NEW_HAVEN,For Profit,1,1,58,58,51,0,0,365,340,,,,,51,0,0,0,0,0,0,0,6,31,14,0,9,42,0,4,3,44,0,0,0,51,0,0,0,0,0,34,0,0,0,0,6,0,0,0,0,2,0,9,0,2014,"PO Box L, 778 Middlebury Road
Middlebury, CT"
CCNH,Evergreen Health Care Center,(860) 684-6341,Stafford Springs,TOLLAND,Non-profit,1,1,180,180,144,0,0,427,417,,,,,144,0,0,1,2,3,7,6,43,63,19,0,30,114,0,30,18,84,0,12,0,143,1,0,0,0,0,80,0,0,8,0,17,7,0,0,0,0,4,18,10,2014,"205 Chestnut Hill Road, Route 190
Stafford Springs, CT"
CCNH,The Suffield House,(860) 668-6111,Suffield,HARTFORD,For Profit,1,1,128,128,126,0,0,420,400,,,,,126,0,0,0,1,2,3,6,31,61,22,0,34,92,0,23,10,83,0,10,0,126,0,0,0,0,0,59,0,0,8,0,34,2,0,0,0,5,0,18,0,2014,"One Canal Road
Suffield, CT"
CCNH,The Reservoir,(860) 561-7022,West Hartford,HARTFORD,For Profit,1,1,75,75,68,0,0,502,470,,,,,68,0,0,0,0,1,5,10,14,32,6,0,23,45,0,22,6,32,0,8,0,65,2,1,0,0,0,24,0,0,2,0,19,8,0,0,1,1,8,5,0,2014,"One Emily Way- (41.75659971500045, -72.75192602299967)
West Hartford, CT"
CCNH,"Hebrew Home and Hospital, Inc.",(860) 523-3800,West Hartford,HARTFORD,Non-profit,1,1,277,277,255,0,0,430,405,,,,,255,0,0,0,0,2,6,26,58,123,40,0,66,189,0,54,36,133,3,29,0,183,27,6,1,2,36,183,0,0,2,0,22,3,9,0,0,0,0,36,0,2014,"One Abrahms Boulevard
West Hartford, CT"
CCNH,Kimberly Hall South,(860) 688-6443,Windsor,HARTFORD,For Profit,1,1,180,180,105,0,0,353,335,308,,,,105,0,1,1,0,3,9,25,28,33,5,0,39,66,0,20,26,29,0,30,0,70,32,2,0,1,0,54,0,0,4,0,20,12,0,0,0,1,3,11,0,2014,"One Emerson Drive
Windsor, CT"
RHNS,Cobalt Lodge Health Care and Rehabilitation Center,(860) 267-9034,Cobalt,MIDDLESEX,For Profit,1,1,60,0,0,60,51,,,,350,320,,51,0,0,0,0,0,0,4,30,15,2,0,19,32,0,8,0,40,0,3,0,35,2,5,0,2,7,32,0,0,3,0,5,0,0,0,0,0,Level of Care,8,3,2015,"29 Middle Haddam Road, Post Office Box 246
Cobalt, CT"
CCNH,Hamden Health Care Center,(203) 281-7555,Hamden,NEW_HAVEN,For Profit,1,1,153,153,132,0,0,433,417,,0,0,,132,0,0,0,0,0,1,8,36,60,27,0,32,100,0,27,13,79,0,13,0,102,29,1,0,0,0,100,0,0,7,0,11,1,5,0,0,0,Level of Care,5,3,2015,"1270 Sherman Lane
Hamden, CT"
CCNH,"Middlebury Convalescent Home, Inc.",(203) 758-2471,Middlebury,NEW_HAVEN,For Profit,1,1,58,58,49,0,0,365,340,,,,,49,0,0,0,0,0,0,1,6,31,11,0,8,41,0,3,2,43,0,1,0,49,0,0,0,0,0,32,0,0,0,0,8,0,0,0,1,0,Level of Care,8,0,2015,"PO Box L, 778 Middlebury Road
Middlebury, CT"
CCNH,Evergreen Health Care Center,(860) 684-6341,Stafford Springs,TOLLAND,Non-profit,1,1,180,180,140,0,0,427,417,,,,,140,0,0,0,0,3,7,13,38,64,15,0,24,116,0,30,16,83,1,10,0,139,1,0,0,0,0,80,0,0,3,0,19,12,0,0,0,0,Level of Care,19,7,2015,"205 Chestnut Hill Road, Route 190
Stafford Springs, CT"
CCNH,The Suffield House,(860) 668-6111,Suffield,HARTFORD,For Profit,1,1,128,128,125,0,0,430,410,,,,,125,0,0,0,1,0,3,9,27,53,32,0,35,90,0,32,9,77,0,7,0,124,1,0,0,0,0,62,0,0,6,0,26,3,0,0,0,0,Level of Care,28,0,2015,"One Canal Road
Suffield, CT"
CCNH,"Hebrew Home and Hospital, Inc.",(860) 523-3800,West Hartford,HARTFORD,Non-profit,1,1,257,257,245,0,0,440,420,,,,,245,0,0,0,0,1,8,23,65,111,37,0,58,187,0,56,33,118,4,34,0,164,31,5,0,2,43,162,0,0,6,0,24,2,13,0,0,0,FACILITY TELEPHONE,36,0,2015,"One Abrahms Boulevard
West Hartford, CT"
CCNH,Cheshire House Health Care Facility & Rehabilitation,(203) 754-2161,Waterbury,NEW_HAVEN,For Profit,1,1,75,75,72,0,0,380,350,,,,,72,0,0,0,0,1,4,6,15,33,13,0,15,57,0,11,9,48,0,4,0,70,0,2,0,0,0,39,0,0,1,0,12,9,0,0,0,0,FACILITY NAME,10,0,2015,"3396 East Main Street
Waterbury, CT
(41.544246, -72.977815)"
CCNH,Paradigm Healthcare Center of Waterbury,(203) 707-5800,Waterbury,NEW_HAVEN,For Profit,1,1,120,120,103,0,0,376,353,335,,,,103,0,0,2,2,6,25,20,15,30,3,0,46,57,0,7,43,33,0,20,0,78,14,10,0,1,0,87,0,0,4,0,9,1,0,0,0,0,Level of Care,2,0,2015,"177 Whitewood Road
Waterbury, CT
(41.576923, -73.081311)"
CCNH,Meridian Manor Corporation,(203) 757-1228,Waterbury,NEW_HAVEN,For Profit,1,1,94,94,74,0,0,295,265,,,,,74,0,0,1,2,6,13,17,13,18,4,0,26,48,0,14,24,25,0,11,0,56,7,10,0,1,0,52,0,0,1,0,7,5,0,0,0,0,Level of Care,4,5,2015,"1132 Meriden Road
Waterbury, CT
(41.552615, -72.981806)"
CCNH,Douglas Manor,(860) 423-4636,Windham,WINDHAM,For Profit,1,1,90,90,75,0,0,405,385,,,,,75,0,0,0,0,2,2,7,24,34,6,0,20,55,0,18,11,38,0,8,0,75,0,0,0,0,0,35,0,0,0,0,17,6,0,0,0,0,FACILITY NAME,15,1,2015,"103 North Road
Windham, CT
(41.705236, -72.163339)"
CCNH,Groton Regency Center,(860) 446-9960,Groton,NEW_LONDON,For Profit,1,1,162,162,142,0,0,420,347,,,,,142,0,0,0,1,1,12,14,42,53,19,0,44,98,0,61,34,24,0,23,0,131,4,4,1,1,1,96,0,0,3,0,14,4,0,0,0,0,Level of Care,15,10,2015,"1145 Poquonnock Road
Groton, CT
(41.346698, -72.043241)"
CCNH,Fox Hill Center,(860) 875-0771,Rockville,TOLLAND,For Profit,1,1,150,150,119,0,0,400,365,345,,,,119,0,0,0,0,3,4,17,34,54,7,0,42,77,0,23,15,59,0,22,0,116,3,0,0,0,0,69,0,0,2,0,21,8,0,0,0,0,Level of Care,16,3,2015,"1253 Hartford Turnpike
Rockville, CT
(41.858373, -72.434467)"
CCNH,Westfield Care and Rehabilitation Center,(203) 238-1291,Meriden,NEW_HAVEN,For Profit,1,1,100,100,78,0,0,434,387,365,,,,78,0,0,1,0,4,7,15,16,27,8,0,25,53,0,12,17,42,0,7,0,63,3,10,0,2,0,59,0,0,2,0,2,5,0,0,0,0,0,9,1,2014,"65 Westfield Road
Meriden, CT
(41.547965, -72.78058)"
CCNH,Whitney Rehabilitation Care Center,(203) 288-6230,Hamden,NEW_HAVEN,For Profit,1,1,150,150,135,0,0,405,380,,,,,135,0,0,0,0,0,1,6,47,61,20,0,31,104,0,18,17,78,2,20,0,113,16,5,0,1,0,89,0,0,3,0,16,5,0,0,0,0,Level of Care,18,4,2015,"2798 Whitney Avenue
Hamden, CT
(41.398123, -72.897253)"
CCNH,Seabury Health Center,(860) 243-6027,Bloomfield,HARTFORD,Non-profit,1,1,60,60,59,0,0,452,452,,,,,59,0,0,0,0,0,0,2,13,37,7,0,14,45,0,20,4,31,0,4,0,56,3,0,0,0,0,16,0,0,0,0,6,1,0,0,1,3,FACILITY TELEPHONE,29,1,2015,"200 Seabury Drive
Bloomfield, CT
(41.833851, -72.706477)"
CCNH,Masonicare Health Center,(203) 679-5900,Wallingford,NEW_HAVEN,Non-profit,1,1,375,375,368,0,0,475,419,395,,,,368,0,0,0,0,1,10,31,82,186,58,0,98,270,0,99,33,203,0,33,0,345,10,0,0,0,13,249,0,0,14,0,79,2,0,0,0,0,MEDICAID CERTIFIED,17,0,2015,"22 Masonic Avenue
Wallingford, CT
(41.459676, -72.83731)"
CCNH,Talmadge Park Health Care,(203) 469-2316,East Haven,NEW_HAVEN,For Profit,1,1,90,90,84,0,0,375,345,,,,,84,0,0,0,0,0,1,14,25,30,14,0,20,64,0,19,6,47,0,12,0,76,4,2,0,2,0,61,0,0,3,0,8,5,0,0,0,0,0,5,2,2014,"38 Talmadge Avenue
East Haven, CT
(41.263459, -72.86361)"
CCNH,Sheriden Woods Health Care Center,(860) 583-1827,Bristol,HARTFORD,For Profit,1,1,146,146,134,0,0,481,467,462,,,,134,0,0,1,1,1,9,15,41,57,9,0,48,86,0,25,18,64,2,25,0,131,0,3,0,0,0,106,0,0,5,0,4,10,0,0,0,2,FACILITY TELEPHONE,5,0,2015,"321 Stonecrest Drive
Bristol, CT
(41.681401, -72.921314)"
CCNH,"Fairview Healthcare of Southport, LLC",(203) 259-7894,Southport,FAIRFIELD,For Profit,1,1,120,120,99,0,0,450,435,,,,,99,0,1,1,4,4,22,22,24,19,2,0,46,53,0,15,35,27,2,20,0,74,19,3,0,3,0,75,0,0,2,0,16,0,0,0,0,0,TOWN,3,0,2015,"930 Mill Hill Terrace
Southport, CT
(41.14435, -73.286669)"
CCNH,"Paradigm Healthcare Center of New Haven, LLC",(203) 907-3550,New Haven,NEW_HAVEN,For Profit,1,1,150,150,141,0,0,382,328,311,,,,141,0,0,0,3,21,47,33,24,13,0,0,78,63,0,11,77,17,4,32,0,72,46,21,0,0,2,131,0,0,0,0,9,0,0,0,0,0,Level of Care,0,1,2015,"181 Clifton Street
New Haven, CT
(41.309374, -72.878822)"
CCNH,Bickford Health Care Center,(860) 623-4351,Windsor Locks,HARTFORD,Non-profit,1,1,48,48,42,0,0,356,345,,,,,42,0,0,0,0,0,0,2,13,23,4,0,11,31,0,8,6,28,0,0,0,42,0,0,0,0,0,24,0,0,1,0,7,1,0,0,0,0,0,6,3,2014,"14 Main Street
Windsor Locks, CT
(41.926759, -72.627281)"
CCNH,Apple Rehab Colchester,(860) 537-4606,Colchester,NEW_LONDON,For Profit,1,1,60,60,57,0,0,411.5,391,,,,,57,0,0,0,0,2,2,9,11,30,3,0,18,39,0,13,6,33,0,5,0,56,0,1,0,0,0,38,0,0,0,0,11,3,0,0,0,0,Level of Care,4,1,2015,"36 Broadway
Colchester, CT
(41.576907, -72.333707)"
CCNH,Riverside Health and Rehabilitation Center,(860) 289-2791,East Hartford,HARTFORD,For Profit,1,1,345,345,315,0,0,436,416,,,,,315,0,0,0,9,19,42,59,106,67,13,0,121,194,0,94,11,82,94,34,0,174,70,44,0,0,27,236,0,4,24,0,25,8,0,0,0,0,Level of Care,10,8,2015,"745 Main Street
East Hartford, CT
(41.766465, -72.645531)"
CCNH,"Chelsea Place Care Center, LLC",(860) 233-8241,Hartford,HARTFORD,For Profit,1,1,234,234,219,0,0,457,428,,,,,219,0,1,1,6,23,81,67,31,9,0,0,149,70,0,15,149,16,0,39,0,104,67,47,1,0,0,206,0,0,3,0,5,0,0,0,0,0,Level of Care,0,5,2015,"25 Lorraine Street
Hartford, CT
(41.767811, -72.705464)"
CCNH,Paradigm Healthcare Center at Bentley Gardens,(203) 932-2247,West Haven,NEW_HAVEN,For Profit,1,1,98,98,91,0,0,422,380,,,,,91,0,0,0,0,2,15,16,24,29,5,0,32,59,0,19,27,45,0,0,0,59,6,26,0,0,0,81,0,0,2,0,7,0,0,0,0,0,Level of Care,1,0,2015,"310 Terrace Avenue
West Haven, CT
(41.283058, -72.968983)"
CCNH,Spectrum Healthcare Torrington,(860) 482-8563,Torrington,LITCHFIELD,For Profit,1,1,126,126,105,0,0,,420,380,,,,105,0,0,1,1,3,19,20,30,25,6,0,47,58,0,16,31,34,1,23,0,103,1,1,0,0,0,84,0,0,0,0,16,2,0,0,0,0,Level of Care,3,0,2015,"225 Wyoming Avenue
Torrington, CT
(41.796149, -73.142106)"
CCNH,Touchpoints at Farmington,(860) 677-7707,Farmington,HARTFORD,For Profit,1,1,120,120,89,0,0,0,470,446,,,,89,0,0,0,2,2,7,18,14,40,6,0,27,62,0,16,15,47,0,11,0,74,9,4,0,1,1,69,0,0,4,0,6,3,0,0,0,0,FACILITY NAME,6,0,2015,"20 Scott Swamp Road
Farmington, CT
(41.704517, -72.845432)"
CCNH,The Kent Specialty Care Center,(860) 927-5368,Kent,LITCHFIELD,For Profit,1,1,90,90,52,0,0,375,350,,,,,52,0,0,0,2,2,12,10,12,11,3,0,16,36,0,4,10,23,0,15,0,50,1,0,0,0,1,35,5,0,1,0,7,0,0,0,0,0,0,3,1,2014,"46 Maple Street
Kent, CT
(41.720856, -73.473572)"
CCNH,"Chelsea Place Care Center, LLC",(860) 233-8241,Hartford,HARTFORD,For Profit,1,1,234,234,229,0,0,435,408,,,,,229,0,0,4,7,13,93,72,31,9,0,0,155,74,0,15,156,17,0,41,0,95,61,41,1,0,31,216,0,0,4,0,9,0,0,0,0,0,0,0,0,2014,"25 Lorraine Street
Hartford, CT
(41.767811, -72.705464)"
CCNH,Abbott Terrace Health Center,(203) 755-4870,Waterbury,NEW_HAVEN,For Profit,1,1,205,205,192,0,0,492,472,,,,,192,0,0,2,1,6,27,43,54,46,13,0,68,124,0,40,39,73,7,33,0,112,50,28,0,1,1,164,0,0,7,0,10,8,0,0,0,0,FACILITY TELEPHONE,1,0,2015,"44 Abbott Terrace
Waterbury, CT
(41.556462, -73.037962)"
CCNH,Jerome Home,(860) 229-3707,New Britain,HARTFORD,Non-profit,1,1,94,94,92,0,0,471,457,,,,,92,0,0,0,0,1,4,6,12,53,16,0,21,71,0,6,1,85,0,0,0,92,0,0,0,0,0,48,0,0,1,0,11,0,0,0,0,0,FACILITY TELEPHONE,30,0,2015,"975 Corbin Avenue
New Britain, CT
(41.662105, -72.804149)"
CCNH,"Pierce Memorial Baptist Home, Inc.",(860) 774-9050,Brooklyn,WINDHAM,Non-profit,1,1,72,72,69,0,0,355,334.43,,,,,69,0,0,0,0,0,1,5,24,30,9,0,16,53,0,6,9,46,0,8,0,69,0,0,0,0,0,57,0,0,0,0,2,3,0,0,1,1,0,5,0,2014,"44 Canterbury Road, P.O. Box 326
Brooklyn, CT
(41.784257, -71.949594)"
CCNH,Apple Rehab Farmington Valley,(860) 747-1637,Plainville,HARTFORD,For Profit,1,1,160,160,124,0,0,443,417,,,,,124,0,0,0,2,5,7,19,25,54,12,0,35,89,0,27,24,57,0,16,0,119,2,2,0,0,1,69,0,0,3,0,15,12,0,0,0,0,OWNERSHIP TYPE,12,8,2015,"269 Farmington Avenue
Plainville, CT
(41.685923, -72.852863)"
CCNH,Kindred Transitional Care and Rehabilitation - Parkway Pavillion,(860) 745-1641,Enfield,HARTFORD,For Profit,1,1,130,130,122,0,0,,431,414,,,,122,0,0,0,0,6,11,21,35,40,9,0,42,80,0,63,12,25,0,22,0,108,9,0,0,0,5,79,0,0,0,0,18,6,0,0,0,3,0,11,5,2014,"1157 Enfield Street
Enfield, CT
(41.986548, -72.593173)"
CCNH,Curtis Home St. Elizabeth Center,(203) 237-4338,Meriden,NEW_HAVEN,Non-profit,1,1,60,60,51,0,0,306,296,,,,,51,0,0,0,0,2,4,4,16,21,4,0,13,38,0,8,7,27,0,9,0,43,5,3,0,0,0,46,0,0,2,0,2,0,0,0,0,0,0,1,0,2014,"380 Crown Street
Meriden, CT
(41.528927, -72.805168)"
CCNH,"Hughes Health and Rehabilitation, Inc.",(860) 236-5623,West Hartford,HARTFORD,For Profit,1,1,170,170,133,0,0,412,364,,,,,133,0,0,0,1,1,2,17,40,64,8,0,37,96,0,26,35,55,0,17,0,108,15,7,0,3,0,90,0,0,6,0,8,0,0,0,2,0,1,26,0,2014,"29 Highland Street
West Hartford, CT
(41.767504, -72.718027)"
CCNH,Autumn Lake Healthcare at Cromwell,(860) 635-5613,Cromwell,MIDDLESEX,For Profit,1,1,175,175,123,0,0,401.47,375,,,,,123,0,0,1,2,14,28,30,23,17,8,0,65,58,0,14,63,24,0,22,0,105,12,5,1,0,0,105,0,0,0,0,0,10,0,0,0,0,Level of Care,2,6,2015,"385 Main Street
Cromwell, CT
(41.600635, -72.646205)"
CCNH,Caleb Hitchcock Health Center,(860) 726-2400,Bloomfield,HARTFORD,Non-profit,1,0,60,60,56,0,0,450,,,,,,56,0,0,0,0,0,0,2,7,37,10,0,22,34,0,20,2,34,0,0,0,55,1,0,0,0,0,0,0,0,0,0,8,0,0,32,0,3,Level of Care,13,0,2015,"10 Loeffler Road
Bloomfield, CT
(41.830329, -72.758049)"
CCNH,"Marlborough Health Center, Inc.",(860) 295-9531,Marlborough,HARTFORD,For Profit,1,1,120,120,99,0,0,470,435,385,,,,99,0,0,0,2,3,10,14,22,43,5,0,36,63,0,17,16,56,0,10,0,96,1,2,0,0,0,68,0,0,4,0,9,1,0,0,0,0,COUNTY,5,8,2015,"85 Stage Harbor Road
Marlborough, CT
(41.653076, -72.476909)"
CCNH,Apple Rehab Watertown,(860) 274-5428,Watertown,LITCHFIELD,For Profit,1,1,110,110,101,0,0,469,442,,,,,101,0,0,0,0,2,4,7,17,51,20,0,16,85,0,19,12,62,0,8,0,100,1,0,0,0,0,51,0,0,7,0,20,12,0,0,0,0,2,9,0,2014,"35 Bunker Hill Road
Watertown, CT
(41.577042, -73.098581)"
CCNH,Aurora Senior Living of Bucks Hill,(203) 757-0731,Waterbury,NEW_HAVEN,For Profit,1,1,90,90,87,0,0,380,350,,,,,87,0,0,0,0,1,10,12,20,38,6,0,30,57,0,25,13,41,4,4,0,72,8,7,0,0,0,62,0,0,7,0,12,2,0,0,0,0,0,1,3,2014,"2817 North Main Street
Waterbury, CT
(41.592524, -73.027109)"
CCNH,Candlewood Valley Health & Rehabilitation Center,(860) 355-0971,New Milford,LITCHFIELD,For Profit,1,1,148,148,135,0,0,,436,,,,,135,0,0,0,0,0,2,17,43,57,16,0,30,105,0,27,7,73,0,28,0,131,2,1,0,0,1,86,0,0,11,0,23,1,0,0,0,0,FACILITY NAME,11,2,2015,"30 Park Lane east
New Milford, CT
(41.597485, -73.401891)"
CCNH,Long Ridge Post-Acute Care,(203) 329-4026,Stamford,FAIRFIELD,Non-profit,1,1,120,120,105,0,0,500,450,,,,,105,0,0,0,0,3,11,17,34,32,8,0,40,65,0,15,32,41,0,17,0,68,31,6,0,0,0,79,0,0,1,0,11,0,5,0,0,2,Level of Care,6,1,2015,"710 Long Ridge Road
Stamford, CT
(41.095003, -73.563222)"
CCNH,Apple Rehab Guilford,(203) 453-3725,Guilford,NEW_HAVEN,For Profit,1,1,90,90,82,0,0,453,416,,,,,82,0,0,0,0,1,0,3,26,39,13,0,20,62,0,10,8,30,4,30,0,80,0,2,0,0,0,62,0,0,0,0,11,2,0,0,0,0,0,7,0,2014,"10 Boston Post Road
Guilford, CT
(41.285595, -72.64783)"
CCNH,St. Camillus Center,(203) 325-0200,Stamford,FAIRFIELD,For Profit,1,1,124,124,104,0,0,512,457,,,,,104,0,1,0,0,3,8,13,24,45,10,0,32,72,0,22,33,30,1,18,0,58,30,14,0,1,1,83,0,0,2,0,10,2,0,0,0,0,0,4,3,2014,"494 Elm Street
Stamford, CT
(41.049954, -73.52669)"
CCNH,Apple Rehab Shelton Lakes,(203) 924-2635,Shelton,FAIRFIELD,For Profit,1,1,106,106,93,0,0,443,403,,,,,93,0,0,1,0,1,6,7,24,46,8,0,32,61,0,12,15,57,0,9,0,82,9,2,0,0,0,56,0,0,2,0,13,11,0,0,0,0,0,8,3,2014,"5 Lake Road
Shelton, CT
(41.313798, -73.115045)"
CCNH,"Whitney Manor Convalescent Center, Inc.",(203) 288-6230,Hamden,NEW_HAVEN,For Profit,1,1,150,150,129,0,0,415,390,,,,,129,0,0,0,0,1,5,1,28,79,15,0,32,97,0,11,17,85,2,14,0,119,7,2,0,1,0,80,0,0,3,0,23,3,0,0,1,3,0,14,2,2014,"2798 Whitney Avenue
Hamden, CT
(41.398123, -72.897253)"
CCNH,"St. Joseph's Living Center, Inc.",(860) 456-1107,Windham,WINDHAM,Non-profit,1,1,120,120,103,0,0,426,400,,,,,103,0,0,0,1,0,1,4,24,54,19,0,30,73,0,25,12,59,1,6,0,103,0,0,0,0,0,61,0,0,4,0,9,9,0,0,0,2,0,18,0,2014,"14 Club Road
Windham, CT
(41.715374, -72.186914)"
RHNS,"Mattatuck Health Care Facility, Inc.",(203) 573-9924,Waterbury,NEW_HAVEN,For Profit,1,1,43,0,0,43,39,,,,175,170,165,39,0,0,0,0,4,13,10,8,4,0,0,16,23,0,2,22,5,0,10,0,32,3,4,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,2,0,2014,"9 Cliff Street
Waterbury, CT
(41.560796, -73.045863)"
CCNH,Skyview Center,(203) 265-0981,Wallingford,NEW_HAVEN,For Profit,1,1,97,97,89,0,0,403,388,,,,,89,0,0,0,1,4,8,17,17,30,12,0,31,58,0,21,17,32,3,16,0,80,5,4,0,0,0,70,0,0,0,0,5,0,0,0,1,0,COUNTY,6,3,2015,"35 Marc Drive
Wallingford, CT
(41.453342, -72.846279)"
CCNH,Ellis Manor,(860) 296-9166,Hartford,HARTFORD,For Profit,1,1,105,105,90,0,0,420,385,,,,,90,0,0,0,1,2,10,21,16,32,8,0,28,62,0,12,25,38,3,12,0,47,12,30,0,0,1,71,0,0,0,0,13,1,0,0,0,0,FACILITY NAME,3,1,2015,"210 George Street
Hartford, CT
(41.731564, -72.678455)"
CCNH,Village Green of Wallingford Rehabilitation and Health Center,(203) 265-6771,Wallingford,NEW_HAVEN,For Profit,1,1,180,180,107,0,0,414,391,,,,,107,0,1,0,4,5,16,26,24,25,6,0,46,61,0,19,35,35,0,18,0,95,9,2,0,1,0,76,3,0,7,0,9,0,0,0,0,0,COUNTY,5,3,2015,"55 Kondracki Lane
Wallingford, CT
(41.435956, -72.811757)"
CCNH,"Regency Heights of Stamford, LLC",(203) 351-8300,Stamford,FAIRFIELD,For Profit,1,1,156,156,149,0,0,500,465,,,,,149,0,0,0,0,8,18,32,45,38,8,0,53,96,0,44,32,52,0,21,0,89,49,8,0,2,1,102,0,0,4,0,23,2,2,0,0,0,OWNERSHIP TYPE,8,3,2015,"53 Courtland Avenue
Stamford, CT
(41.060056, -73.513992)"
CCNH,"Elim Park Baptist Home, Inc.",(203) 272-3547,Cheshire,NEW_HAVEN,Non-profit,1,1,90,90,79,0,0,540,510,,,,,79,0,0,0,0,0,1,7,17,41,13,0,16,63,0,16,5,50,0,8,0,78,1,0,0,0,0,53,0,0,0,0,19,1,0,0,0,0,0,6,0,2014,"140 Cook Hill Road
Cheshire, CT
(41.466811, -72.900936)"
CCNH,"Paradigm Healthcare Center of South Windsor, LLC",(860) 289-7771,South Windsor,HARTFORD,For Profit,1,1,100,100,75,0,0,420,378,,,,,75,0,1,1,0,3,7,8,20,28,7,0,28,47,0,23,11,26,0,15,0,68,3,4,0,0,0,57,0,0,5,0,4,1,0,0,0,0,Level of Care,2,6,2015,"1060 Main Street
South Windsor, CT
(41.831929, -72.617159)"
