GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,NAME_M,AHZAM001,AHZAM002,AHZAM003,AHZAM004,AHZAM005,AHZAM006,AHZAM007,AHZAM008,AHZAM009,AHZAM010,AHZAM011,AHZAM012,AHZAM013,AHZAM014,AHZAM015,AHZAM016,AHZAM017,AHZAM018,AHZAM019,AHZAM020,AHZAM021
"G09000901705004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1705, New Haven County, Connecticut",868,788,788,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 1705, New Haven County, Connecticut",256,264,264,12,12,12,12,12,12,12,12,93,93,12,12,12,12,12,12,12,12
"G09000901706001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1706, New Haven County, Connecticut",1541,1192,971,107,0,81,0,0,33,0,33,349,294,32,11,0,0,12,0,0,0,"Block Group 1, Census Tract 1706, New Haven County, Connecticut",253,227,249,83,12,99,12,12,48,12,48,108,89,38,60,12,12,20,12,12,12
"G09000901706002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1706, New Haven County, Connecticut",1185,887,820,40,0,0,0,0,27,0,27,298,209,20,0,0,0,69,0,0,0,"Block Group 2, Census Tract 1706, New Haven County, Connecticut",278,232,219,68,12,12,12,12,29,12,29,169,164,32,12,12,12,69,12,12,12
"G09000901707001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1707, New Haven County, Connecticut",1195,802,757,45,0,0,0,0,0,0,0,393,159,38,7,0,0,140,49,0,49,"Block Group 1, Census Tract 1707, New Haven County, Connecticut",235,156,152,54,12,12,12,12,12,12,12,200,92,48,12,12,12,171,78,12,78
"G09000901707002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1707, New Haven County, Connecticut",1224,1006,953,47,0,6,0,0,0,0,0,218,111,0,0,0,0,52,55,14,41,"Block Group 2, Census Tract 1707, New Haven County, Connecticut",183,141,148,47,12,9,12,12,12,12,12,109,71,12,12,12,12,45,66,21,60
"G09000901708001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1708, New Haven County, Connecticut",1137,610,596,7,0,0,0,0,7,0,7,527,478,35,0,0,0,14,0,0,0,"Block Group 1, Census Tract 1708, New Haven County, Connecticut",388,246,245,15,12,12,12,12,14,12,14,295,310,59,12,12,12,30,12,12,12
"G09000901708002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1708, New Haven County, Connecticut",647,647,612,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 1708, New Haven County, Connecticut",237,237,245,58,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000901708003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1708, New Haven County, Connecticut",2374,1612,1489,111,0,12,0,0,0,0,0,762,642,0,0,0,0,120,0,0,0,"Block Group 3, Census Tract 1708, New Haven County, Connecticut",569,398,378,134,12,20,12,12,12,12,12,368,364,12,12,12,12,149,12,12,12
"G09000901708004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1708, New Haven County, Connecticut",1173,1112,714,325,0,0,0,0,73,0,73,61,61,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 1708, New Haven County, Connecticut",326,314,232,230,12,12,12,12,108,12,108,53,53,12,12,12,12,12,12,12,12
"G09000901708005","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170800","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1708, New Haven County, Connecticut",969,652,394,249,5,4,0,0,0,0,0,317,178,0,0,0,0,135,4,4,0,"Block Group 5, Census Tract 1708, New Haven County, Connecticut",385,284,186,274,10,9,12,12,12,12,12,295,208,12,12,12,12,218,9,9,12
"G09000901709001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"170900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1709, New Haven County, Connecticut",1605,908,617,240,0,0,0,0,51,0,51,697,539,8,0,0,0,137,13,0,13,"Block Group 1, Census Tract 1709, New Haven County, Connecticut",274,231,205,112,12,12,12,12,56,12,56,171,158,12,12,12,12,74,21,12,21
"G09000901710001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1710, New Haven County, Connecticut",1293,879,605,225,0,17,0,0,32,0,32,414,376,6,6,0,0,23,3,0,3,"Block Group 1, Census Tract 1710, New Haven County, Connecticut",213,184,171,111,12,24,12,12,29,12,29,113,106,9,9,12,12,16,9,12,9
"G09000901711001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1711, New Haven County, Connecticut",1485,1410,1345,14,0,51,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1711, New Haven County, Connecticut",454,415,417,22,12,72,12,12,12,12,12,122,122,12,12,12,12,12,12,12,12
"G09000901711002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1711, New Haven County, Connecticut",1312,821,790,3,0,0,0,0,28,0,28,491,425,0,0,0,0,66,0,0,0,"Block Group 2, Census Tract 1711, New Haven County, Connecticut",648,280,267,7,12,12,12,12,49,12,49,636,628,12,12,12,12,103,12,12,12
"G09000901711003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1711, New Haven County, Connecticut",1399,1139,1111,0,12,0,0,16,0,0,0,260,260,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 1711, New Haven County, Connecticut",424,374,369,12,20,12,12,27,12,12,12,293,293,12,12,12,12,12,12,12,12
"G09000901711004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1711, New Haven County, Connecticut",2423,1994,1494,363,0,85,0,0,52,0,52,429,361,0,0,0,0,68,0,0,0,"Block Group 4, Census Tract 1711, New Haven County, Connecticut",668,658,671,87,12,128,12,12,83,12,83,388,373,12,12,12,12,113,12,12,12
"G09000901712001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1712, New Haven County, Connecticut",1662,1547,1338,104,0,19,0,0,86,21,65,115,37,22,0,0,0,56,0,0,0,"Block Group 1, Census Tract 1712, New Haven County, Connecticut",339,316,292,86,12,32,12,12,102,34,94,101,43,37,12,12,12,96,12,12,12
"G09000901712002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1712, New Haven County, Connecticut",1870,1754,1137,470,0,49,0,0,98,0,98,116,116,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 1712, New Haven County, Connecticut",412,422,270,359,12,82,12,12,124,12,124,139,139,12,12,12,12,12,12,12,12
"G09000901712003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1712, New Haven County, Connecticut",2170,1906,1692,22,0,149,0,0,43,0,43,264,180,0,0,0,0,50,34,15,19,"Block Group 3, Census Tract 1712, New Haven County, Connecticut",357,313,303,30,12,150,12,12,66,12,66,197,152,12,12,12,12,92,66,29,36
"G09000901712004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1712, New Haven County, Connecticut",1257,1184,1136,48,0,0,0,0,0,0,0,73,51,0,0,0,0,0,22,22,0,"Block Group 4, Census Tract 1712, New Haven County, Connecticut",420,405,410,76,12,12,12,12,12,12,12,114,78,12,12,12,12,12,36,36,12
"G09000901712005","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171200","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1712, New Haven County, Connecticut",1642,1464,1163,84,0,187,0,30,0,0,0,178,166,0,0,0,0,12,0,0,0,"Block Group 5, Census Tract 1712, New Haven County, Connecticut",336,298,243,96,12,219,12,48,12,12,12,147,150,12,12,12,12,26,12,12,12
"G09000901713001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1713, New Haven County, Connecticut",751,630,585,19,0,0,0,0,26,0,26,121,68,0,0,0,0,53,0,0,0,"Block Group 1, Census Tract 1713, New Haven County, Connecticut",310,294,290,30,12,12,12,12,45,12,45,105,70,12,12,12,12,82,12,12,12
"G09000901713002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1713, New Haven County, Connecticut",1180,383,302,69,0,0,0,0,12,0,12,797,760,0,0,0,0,37,0,0,0,"Block Group 2, Census Tract 1713, New Haven County, Connecticut",256,160,133,74,12,12,12,12,18,12,18,270,269,12,12,12,12,48,12,12,12
"G09000901713003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1713, New Haven County, Connecticut",1031,993,623,370,0,0,0,0,0,0,0,38,31,0,0,0,0,3,4,4,0,"Block Group 3, Census Tract 1713, New Haven County, Connecticut",389,386,299,315,12,12,12,12,12,12,12,47,46,12,12,12,12,3,4,4,12
"G09000901713004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1713, New Haven County, Connecticut",819,638,598,40,0,0,0,0,0,0,0,181,146,14,0,0,0,21,0,0,0,"Block Group 4, Census Tract 1713, New Haven County, Connecticut",219,173,157,48,12,12,12,12,12,12,12,127,122,24,12,12,12,35,12,12,12
"G09000901714001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1714, New Haven County, Connecticut",777,231,124,95,0,0,0,0,12,0,12,546,458,0,0,0,0,72,16,0,16,"Block Group 1, Census Tract 1714, New Haven County, Connecticut",219,126,54,98,12,12,12,12,15,12,15,192,182,12,12,12,12,69,24,12,24
"G09000901714002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1714, New Haven County, Connecticut",729,376,326,43,0,6,0,0,1,0,1,353,166,8,0,0,0,144,35,35,0,"Block Group 2, Census Tract 1714, New Haven County, Connecticut",154,77,80,30,12,11,12,12,2,12,2,137,88,11,12,12,12,92,51,51,12
"G09000901715001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1715, New Haven County, Connecticut",1040,692,340,283,0,33,0,0,36,0,36,348,127,163,0,0,0,45,13,13,0,"Block Group 1, Census Tract 1715, New Haven County, Connecticut",307,308,132,260,12,35,12,12,44,12,44,194,78,141,12,12,12,51,25,25,12
"G09000901715002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1715, New Haven County, Connecticut",785,367,262,88,0,0,0,0,17,0,17,418,347,0,0,0,0,71,0,0,0,"Block Group 2, Census Tract 1715, New Haven County, Connecticut",307,186,136,103,12,12,12,12,24,12,24,258,233,12,12,12,12,106,12,12,12
"G09000901715003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1715, New Haven County, Connecticut",698,146,73,73,0,0,0,0,0,0,0,552,399,0,0,0,0,106,47,0,47,"Block Group 3, Census Tract 1715, New Haven County, Connecticut",263,95,53,79,12,12,12,12,12,12,12,251,209,12,12,12,12,121,73,12,73
"G09000901716001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1716, New Haven County, Connecticut",784,700,558,104,0,0,0,0,38,0,38,84,84,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1716, New Haven County, Connecticut",340,306,244,185,12,12,12,12,65,12,65,151,151,12,12,12,12,12,12,12,12
"G09000901716002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1716, New Haven County, Connecticut",1505,1296,1047,68,0,140,0,0,41,28,13,209,187,0,0,0,0,22,0,0,0,"Block Group 2, Census Tract 1716, New Haven County, Connecticut",419,380,371,80,12,230,12,12,75,72,20,188,184,12,12,12,12,36,12,12,12
"G09000901716003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1716, New Haven County, Connecticut",1334,1094,627,403,18,0,0,0,46,0,46,240,108,0,0,0,0,132,0,0,0,"Block Group 3, Census Tract 1716, New Haven County, Connecticut",536,422,296,330,29,12,12,12,77,12,77,300,150,12,12,12,12,233,12,12,12
"G09000901716004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1716, New Haven County, Connecticut",1177,834,787,38,0,9,0,0,0,0,0,343,286,0,0,0,0,57,0,0,0,"Block Group 4, Census Tract 1716, New Haven County, Connecticut",302,176,171,45,12,21,12,12,12,12,12,279,273,12,12,12,12,63,12,12,12
"G09000901717001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1717, New Haven County, Connecticut",1467,1324,1270,10,0,44,0,0,0,0,0,143,143,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1717, New Haven County, Connecticut",331,291,294,16,12,46,12,12,12,12,12,153,153,12,12,12,12,12,12,12,12
"G09000901717002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1717, New Haven County, Connecticut",2031,1683,1474,164,0,36,0,0,9,0,9,348,220,0,0,0,0,102,26,26,0,"Block Group 2, Census Tract 1717, New Haven County, Connecticut",343,269,252,131,12,50,12,12,18,12,18,196,161,12,12,12,12,96,34,34,12
"G09000901717003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"171700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1717, New Haven County, Connecticut",996,829,806,0,0,23,0,0,0,0,0,167,158,9,0,0,0,0,0,0,0,"Block Group 3, Census Tract 1717, New Haven County, Connecticut",254,154,155,12,12,35,12,12,12,12,12,198,198,14,12,12,12,12,12,12,12
"G09000901751001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1751, New Haven County, Connecticut",1377,1099,1001,14,0,77,0,0,7,0,7,278,253,0,0,0,0,25,0,0,0,"Block Group 1, Census Tract 1751, New Haven County, Connecticut",321,210,206,18,12,63,12,12,11,12,11,285,278,12,12,12,12,40,12,12,12
"G09000901751002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1751, New Haven County, Connecticut",1716,1328,1238,46,0,8,0,0,36,0,36,388,209,0,0,0,0,179,0,0,0,"Block Group 2, Census Tract 1751, New Haven County, Connecticut",275,276,263,51,12,12,12,12,40,12,40,238,190,12,12,12,12,173,12,12,12
"G09000901752001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1752, New Haven County, Connecticut",1341,1168,1168,0,0,0,0,0,0,0,0,173,133,0,0,0,0,40,0,0,0,"Block Group 1, Census Tract 1752, New Haven County, Connecticut",287,271,271,12,12,12,12,12,12,12,12,144,158,12,12,12,12,64,12,12,12
"G09000901752002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1752, New Haven County, Connecticut",1189,956,905,0,0,15,0,0,36,0,36,233,103,13,0,0,0,117,0,0,0,"Block Group 2, Census Tract 1752, New Haven County, Connecticut",236,255,249,12,12,22,12,12,51,12,51,155,82,20,12,12,12,134,12,12,12
"G09000901753001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1753, New Haven County, Connecticut",728,708,650,0,0,46,0,0,12,0,12,20,20,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1753, New Haven County, Connecticut",227,207,206,12,12,46,12,12,19,12,19,33,33,12,12,12,12,12,12,12,12
"G09000901753002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1753, New Haven County, Connecticut",452,398,387,0,0,11,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 1753, New Haven County, Connecticut",110,108,110,12,12,18,12,12,12,12,12,51,51,12,12,12,12,12,12,12,12
"G09000901753003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1753, New Haven County, Connecticut",1896,1706,1285,60,0,305,0,0,56,0,56,190,190,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 1753, New Haven County, Connecticut",367,324,295,92,12,235,12,12,79,12,79,126,126,12,12,12,12,12,12,12,12
"G09000901753004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1753, New Haven County, Connecticut",1137,1104,1089,0,0,0,0,0,15,0,15,33,22,0,0,0,0,11,0,0,0,"Block Group 4, Census Tract 1753, New Haven County, Connecticut",198,193,190,12,12,12,12,12,23,12,23,44,41,12,12,12,12,19,12,12,12
"G09000901754001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1754, New Haven County, Connecticut",1125,967,888,19,0,41,19,0,0,0,0,158,49,9,0,0,0,100,0,0,0,"Block Group 1, Census Tract 1754, New Haven County, Connecticut",284,263,256,23,12,48,29,12,12,12,12,134,50,16,12,12,12,113,12,12,12
"G09000901754002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1754, New Haven County, Connecticut",1075,740,661,69,0,0,0,10,0,0,0,335,206,0,0,0,0,129,0,0,0,"Block Group 2, Census Tract 1754, New Haven County, Connecticut",280,240,227,114,12,12,12,15,12,12,12,209,169,12,12,12,12,121,12,12,12
"G09000901754003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1754, New Haven County, Connecticut",584,584,508,0,0,0,13,0,63,0,63,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 1754, New Haven County, Connecticut",219,219,186,12,12,12,20,12,90,12,90,12,12,12,12,12,12,12,12,12,12
"G09000901754004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1754, New Haven County, Connecticut",1279,1087,896,38,0,123,0,0,30,0,30,192,174,15,0,0,0,0,3,3,0,"Block Group 4, Census Tract 1754, New Haven County, Connecticut",244,242,238,45,12,89,12,12,47,12,47,126,111,25,12,12,12,12,8,8,12
"G09000901755001","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1755, New Haven County, Connecticut",487,471,382,41,0,41,0,0,7,0,7,16,0,16,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1755, New Haven County, Connecticut",183,178,187,49,12,50,12,12,11,12,11,26,12,26,12,12,12,12,12,12,12
"G09000901755002","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1755, New Haven County, Connecticut",693,526,482,27,0,0,0,0,17,0,17,167,69,98,0,0,0,0,0,0,0,"Block Group 2, Census Tract 1755, New Haven County, Connecticut",289,148,150,39,12,12,12,12,27,12,27,250,102,148,12,12,12,12,12,12,12
"G09000901755003","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1755, New Haven County, Connecticut",2804,2804,2562,81,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 1755, New Haven County, Connecticut",433,433,445,82,12,217,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000901755004","2013-2017",,,"Connecticut","09","New Haven County","009",,,"175500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1755, New Haven County, Connecticut",1979,1889,1758,77,0,54,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 1755, New Haven County, Connecticut",397,357,343,86,12,88,12,12,12,12,12,140,140,12,12,12,12,12,12,12,12
